claim,source,word_count,has_numbers,has_exclamation,has_question,credibility_keyword_count,misinfo_keyword_count,label,label_text
"According to doctors, Type 1 diabetes is an autoimmune condition where the pancreas produces little insulin.",WebMD,16,1,0,0,1,0,0,credible
Health experts state that Adequate sleep of 7-9 hours per night is important for adults' health.,Lancet,16,1,0,0,1,0,0,credible
Clinical trials show that Antioxidants found in berries may help reduce oxidative stress.,Lancet,13,0,0,0,2,0,0,credible
Doctors don't want you to know that The moon cycle directly controls human hormones and disease patterns.,Instagram reel,17,0,0,0,1,0,1,misinformation
"Clinical trials show that Antibiotics are only effective against bacterial infections, not viral ones.",PubMed,14,0,0,0,2,0,0,credible
"Cancer cannot survive in an alkaline body, so eating alkaline foods cures it.",Instagram reel,13,0,0,0,0,1,1,misinformation
Secret cure: Detox teas remove toxins from your liver better than any medical treatment.,Instagram reel,14,0,0,0,0,3,1,misinformation
Malaria is caused by a parasite transmitted through infected mosquito bites.,PubMed,11,0,0,0,0,0,0,credible
Research confirms that A Mediterranean diet is associated with reduced risk of heart disease.,NIH,14,0,0,0,1,0,0,credible
BREAKING: The COVID-19 mRNA vaccine permanently alters your DNA.,TikTok video,9,1,0,0,0,0,1,misinformation
Research confirms that Childhood vaccines follow a schedule recommended by pediatric health authorities.,Lancet,13,0,0,0,1,0,0,credible
Health experts state that Vaccine side effects like mild fever and soreness are normal immune responses.,BMJ,16,0,0,0,1,0,0,credible
Health experts state that Some cancers are linked to viral infections such as HPV and hepatitis B.,Mayo Clinic,17,0,0,0,1,0,0,credible
Medical evidence indicates that Sun exposure and UV radiation increase the risk of skin cancer.,WebMD,15,0,0,0,1,0,0,credible
Secret cure: Children with autism are just spoiled and need better discipline.,Twitter post,12,0,0,0,0,2,1,misinformation
Studies show that Radiation therapy uses high-energy beams to destroy cancer cells.,WebMD,12,0,0,0,0,0,0,credible
Scientists suppressed this: Doctors hide cancer cures to keep pharmaceutical profits high.,Blog post,12,0,0,0,1,2,1,misinformation
Share before deleted: 5G towers caused the COVID-19 pandemic by weakening immune systems.,Telegram channel,13,1,0,0,0,0,1,misinformation
Stretching before exercise prevents all types of injuries.,Blog post,8,0,0,0,0,0,1,misinformation
"Medical evidence indicates that Antibiotics are only effective against bacterial infections, not viral ones.",PubMed,14,0,0,0,1,0,0,credible
Secret cure: Stretching before exercise prevents all types of injuries.,Instagram reel,10,0,0,0,0,2,1,misinformation
Clinical trials show that Colorectal cancer screening via colonoscopy is recommended starting at age 45.,WebMD,15,1,0,0,2,0,0,credible
"Studies show that Antibiotics are only effective against bacterial infections, not viral ones.",BMJ,13,0,0,0,0,0,0,credible
Scientists suppressed this: Drinking okra water overnight cures diabetes permanently.,Instagram reel,10,0,0,0,0,2,1,misinformation
Medical evidence indicates that Post-traumatic stress disorder can develop after exposure to traumatic events.,Mayo Clinic,14,0,0,0,1,0,0,credible
Doctors don't want you to know that The MMR vaccine was recalled due to widespread harmful side effects.,YouTube video,18,0,0,0,1,0,1,misinformation
"According to doctors, Antidepressants work by affecting neurotransmitter levels in the brain.",NEJM,12,0,0,0,1,0,0,credible
Share before deleted: Earth grounding or walking barefoot cures autoimmune diseases.,Blog post,11,0,0,0,0,1,1,misinformation
Scientists suppressed this: Weight loss supplements approved by celebrities are clinically proven to work.,Blog post,14,0,0,0,2,1,1,misinformation
Share before deleted: HIV does not cause AIDS according to many scientists.,WhatsApp message,12,0,0,0,0,0,1,misinformation
Doctors don't want you to know that Natural immunity is always superior to vaccine-induced immunity for all diseases.,Instagram reel,18,0,0,0,1,0,1,misinformation
Studies show that Physical activity helps regulate blood sugar in people with type 2 diabetes.,NIH,15,1,0,0,0,0,0,credible
Natural immunity is always superior to vaccine-induced immunity for all diseases.,Blog post,11,0,0,0,0,0,1,misinformation
Clinical trials show that Mammograms are used to screen for breast cancer in women over 40.,WebMD,16,1,0,0,2,0,0,credible
Scientists suppressed this: You cannot get HIV from sharing needles if they look clean.,Blog post,14,0,0,0,0,1,1,misinformation
Research confirms that Walking is a low-impact exercise suitable for most age groups.,Mayo Clinic,13,0,0,0,1,0,0,credible
Scientists suppressed this: Type 2 diabetes is only caused by consuming too much refined sugar.,TikTok video,15,1,0,0,0,1,1,misinformation
People with diabetes should fast for 3 days to reset their pancreas.,YouTube video,12,1,0,0,0,0,1,misinformation
Doctors don't want you to know that Vaccines have never been proven to be safe by any scientific study.,Twitter post,19,0,0,0,3,0,1,misinformation
Shocking truth: Sugar causes cancer directly and cutting it starves cancer cells.,Blog post,12,0,0,0,0,2,1,misinformation
Clinical trials show that Coronary artery disease is caused by plaque buildup in the arteries.,WHO,15,0,0,0,2,0,0,credible
Medical evidence indicates that CPR can help maintain circulation in a person experiencing cardiac arrest.,PubMed,15,0,0,0,1,0,0,credible
Medical evidence indicates that Statins are medications used to lower LDL cholesterol and reduce cardiovascular risk.,NHS,16,0,0,0,1,0,0,credible
Health experts state that Alcohol consumption above recommended limits increases health risks.,WebMD,12,0,0,0,1,0,0,credible
Secret cure: People with mental illness are always dangerous and violent.,YouTube video,11,0,0,0,0,2,1,misinformation
Studies show that Exercise improves mood by releasing endorphins.,NIH,9,0,0,0,0,0,0,credible
"According to doctors, Walking is a low-impact exercise suitable for most age groups.",Mayo Clinic,13,0,0,0,1,0,0,credible
Health experts state that Mental health conditions are not a sign of weakness and are common worldwide.,Lancet,17,0,0,0,1,0,0,credible
Research confirms that Coronary artery disease is caused by plaque buildup in the arteries.,Lancet,14,0,0,0,1,0,0,credible
Studies show that Antibiotic resistance is a global health crisis caused by overuse of antibiotics.,NEJM,15,0,0,0,0,0,0,credible
Shocking truth: Colloidal silver is a natural antibiotic better than prescribed antibiotics.,WhatsApp message,12,0,0,0,0,2,1,misinformation
CPR can help maintain circulation in a person experiencing cardiac arrest.,WebMD,11,0,0,0,0,0,0,credible
Some cancers are linked to viral infections such as HPV and hepatitis B.,PubMed,13,0,0,0,0,0,0,credible
Research confirms that Radiation therapy uses high-energy beams to destroy cancer cells.,NIH,12,0,0,0,1,0,0,credible
Health experts state that Atrial fibrillation increases the risk of stroke and requires management.,PubMed,14,0,0,0,2,0,0,credible
Research confirms that Aspirin therapy may be recommended for certain high-risk individuals to prevent heart attacks.,NIH,16,0,0,0,1,0,0,credible
Studies show that Childhood vaccines follow a schedule recommended by pediatric health authorities.,Mayo Clinic,13,0,0,0,0,0,0,credible
Medical evidence indicates that Stretching before and after exercise reduces injury risk.,NEJM,12,0,0,0,1,0,0,credible
Research confirms that Stress management techniques like mindfulness can reduce anxiety symptoms.,NIH,12,0,0,0,1,0,0,credible
Scientists suppressed this: All chronic diseases are caused by toxins from modern food that can be removed.,Anonymous forum,17,0,0,0,0,1,1,misinformation
Doctors don't want you to know that Detox teas remove toxins from your liver better than any medical treatment.,Blog post,19,0,0,0,1,1,1,misinformation
Studies show that Vaccine side effects like mild fever and soreness are normal immune responses.,NEJM,15,0,0,0,0,0,0,credible
Medical evidence indicates that Hydration is important for kidney function and overall health.,PubMed,13,0,0,0,1,0,0,credible
"According to doctors, Folate is essential during pregnancy to prevent neural tube defects.",NHS,13,0,0,0,1,0,0,credible
Medical evidence indicates that Heart failure means the heart cannot pump blood as efficiently as needed.,Mayo Clinic,16,0,0,0,1,0,0,credible
Secret cure: The flu vaccine gives you the flu every time you take it.,TikTok video,14,0,0,0,0,2,1,misinformation
Annual flu vaccination is recommended for people over 65 and those with chronic conditions.,Lancet,14,1,0,0,0,0,0,credible
Coconut oil reverses Alzheimer's disease within weeks.,Anonymous forum,7,0,0,0,0,0,1,misinformation
Share before deleted: People with mental illness are always dangerous and violent.,Blog post,12,0,0,0,0,0,1,misinformation
Sun exposure and UV radiation increase the risk of skin cancer.,Lancet,11,0,0,0,0,0,0,credible
"According to doctors, Hand washing with soap for 20 seconds reduces transmission of many infections.",BMJ,15,1,0,0,1,0,0,credible
"According to doctors, Smoking cessation reduces risk of lung cancer, heart disease, and stroke.",PubMed,14,0,0,0,1,0,0,credible
Research confirms that Hydration is important for kidney function and overall health.,WHO,12,0,0,0,1,0,0,credible
Shocking truth: Children with autism are just spoiled and need better discipline.,Facebook post,12,0,0,0,0,2,1,misinformation
Secret cure: The MMR vaccine was recalled due to widespread harmful side effects.,Blog post,13,0,0,0,0,2,1,misinformation
BREAKING: Heart disease is entirely genetic and lifestyle changes have no impact.,Facebook post,12,0,0,0,0,0,1,misinformation
"According to doctors, Some cancers are linked to viral infections such as HPV and hepatitis B.",NEJM,16,0,0,0,1,0,0,credible
"Regular screening can detect certain cancers at earlier, more treatable stages.",WebMD,11,0,0,0,0,0,0,credible
Doctors don't want you to know that Anxiety can always be cured without any medication through willpower alone.,Blog post,18,0,0,0,1,1,1,misinformation
"According to doctors, Annual flu vaccination is recommended for people over 65 and those with chronic conditions.",BMJ,17,1,0,0,1,0,0,credible
Shocking truth: Injecting bleach can provide the same immunity as a COVID-19 vaccine.,YouTube video,13,1,0,0,0,2,1,misinformation
BREAKING: Regular health screenings cause more harm than they prevent.,Anonymous forum,10,0,0,0,0,0,1,misinformation
Health experts state that Antidepressants work by affecting neurotransmitter levels in the brain.,BMJ,13,0,0,0,1,0,0,credible
Share before deleted: Colloidal silver is a natural antibiotic better than prescribed antibiotics.,Blog post,13,0,0,0,0,0,1,misinformation
Shocking truth: A coffee enema cures stage 4 cancer more effectively than standard treatment.,WhatsApp message,14,1,0,0,0,3,1,misinformation
Type 1 diabetes is an autoimmune condition where the pancreas produces little insulin.,NEJM,13,1,0,0,0,0,0,credible
Doctors don't want you to know that You can cure type 2 diabetes permanently by eating only raw food.,Instagram reel,19,1,0,0,1,1,1,misinformation
"According to doctors, Blood pressure should be measured regularly as hypertension often has no symptoms.",Lancet,15,0,0,0,1,0,0,credible
Doctors don't want you to know that Colloidal silver is a natural antibiotic better than prescribed antibiotics.,Twitter post,17,0,0,0,1,0,1,misinformation
Shocking truth: The moon cycle directly controls human hormones and disease patterns.,Email chain,12,0,0,0,0,2,1,misinformation
Mental health therapy is ineffective and a waste of money.,YouTube video,10,0,0,0,0,0,1,misinformation
Shocking truth: Regular health screenings cause more harm than they prevent.,Twitter post,11,0,0,0,0,2,1,misinformation
Scientists suppressed this: Regular health screenings cause more harm than they prevent.,Anonymous forum,12,0,0,0,0,1,1,misinformation
Health experts state that Contact tracing helps identify and isolate people exposed to infectious diseases.,NEJM,15,0,0,0,1,0,0,credible
"According to doctors, Contact tracing helps identify and isolate people exposed to infectious diseases.",NHS,14,0,0,0,1,0,0,credible
Secret cure: A coffee enema cures stage 4 cancer more effectively than standard treatment.,Twitter post,14,1,0,0,0,2,1,misinformation
"BREAKING: A gluten-free diet improves health for everyone, not just celiac patients.",WhatsApp message,12,0,0,0,0,0,1,misinformation
Clinical trials show that CPR can help maintain circulation in a person experiencing cardiac arrest.,NHS,15,0,0,0,2,0,0,credible
"Health experts state that Regular screening can detect certain cancers at earlier, more treatable stages.",NEJM,15,0,0,0,1,0,0,credible
Medical evidence indicates that Immunotherapy helps the immune system recognize and fight cancer cells.,Mayo Clinic,14,0,0,0,1,0,0,credible
Share before deleted: Vaccines are filled with harmful toxins that damage your immune system permanently.,Instagram reel,15,0,0,0,0,0,1,misinformation
Secret cure: Coconut oil is a heart-healthy food that clears clogged arteries.,Blog post,12,0,0,0,0,2,1,misinformation
"According to doctors, Excessive sugar consumption is linked to increased risk of type 2 diabetes.",NEJM,15,1,0,0,1,0,0,credible
Health experts state that Diabetes increases the risk of cardiovascular disease and kidney damage.,CDC,14,0,0,0,1,0,0,credible
Studies show that Whole grains have a lower glycemic index than refined grains.,NEJM,13,0,0,0,0,0,0,credible
Secret cure: Drinking red wine daily completely protects you from heart attacks.,Instagram reel,12,0,0,0,0,2,1,misinformation
Clinical trials show that Potassium-rich foods like bananas help regulate blood pressure.,CDC,12,0,0,0,2,0,0,credible
Studies show that COVID-19 vaccines have been tested in large clinical trials involving tens of thousands of participants.,WebMD,18,1,0,0,2,0,0,credible
Health experts state that Omega-3 fatty acids found in fish support heart health.,WHO,13,1,0,0,1,0,0,credible
Studies show that A Mediterranean diet is associated with reduced risk of heart disease.,WebMD,14,0,0,0,0,0,0,credible
Health experts state that Malaria is caused by a parasite transmitted through infected mosquito bites.,Lancet,15,0,0,0,1,0,0,credible
Type 2 diabetes can always be completely reversed in 30 days with supplements.,TikTok video,13,1,0,0,0,0,1,misinformation
Baking soda cures cancer by making the body alkaline.,TikTok video,9,0,0,0,0,1,1,misinformation
Exercising on an empty stomach burns three times more fat.,Facebook post,10,0,0,0,0,0,1,misinformation
Health experts state that Sleep deprivation negatively affects cognitive function and mood.,WebMD,12,0,0,0,1,0,0,credible
Studies show that HPV vaccines reduce the risk of cervical cancer when given before exposure.,NHS,15,0,0,0,0,0,0,credible
"According to doctors, Iron-rich foods like spinach and legumes help prevent anemia.",NHS,12,0,0,0,1,0,0,credible
BREAKING: The flu vaccine gives you the flu every time you take it.,Email chain,13,0,0,0,0,0,1,misinformation
Clinical trials show that COVID-19 vaccines have been tested in large clinical trials involving tens of thousands of participants.,CDC,19,1,0,0,2,0,0,credible
Doctors don't want you to know that Eating too much sugar directly causes type 1 diabetes.,Email chain,16,1,0,0,1,0,1,misinformation
Shocking truth: Drinking your own urine heals digestive diseases and boosts immunity.,TikTok video,12,0,0,0,0,2,1,misinformation
"According to doctors, Regular exercise is associated with lower rates of depression and anxiety.",NHS,14,0,0,0,1,0,0,credible
Eating a variety of colorful vegetables provides different essential nutrients.,NHS,10,0,0,0,0,0,0,credible
"Clinical trials show that Regular screening can detect certain cancers at earlier, more treatable stages.",Lancet,15,0,0,0,2,0,0,credible
Doctors don't want you to know that You can lose 10 kg in one week by following this special detox plan.,Email chain,21,1,0,0,1,1,1,misinformation
Doctors don't want you to know that Vaccine manufacturers are legally immune from all consequences.,Twitter post,15,0,0,0,1,0,1,misinformation
Research confirms that Regular health checkups help detect problems early.,CDC,10,0,0,0,1,0,0,credible
"According to doctors, Tdap booster is recommended every 10 years for adults to maintain tetanus immunity.",NEJM,16,1,0,0,1,0,0,credible
Weight loss can significantly improve blood sugar control in type 2 diabetes.,NHS,12,1,0,0,0,0,0,credible
Health experts state that Flu vaccines are reformulated each year to match circulating strains.,BMJ,14,0,0,0,1,0,0,credible
Secret cure: Spot reduction of fat is possible through targeted exercises.,Twitter post,11,0,0,0,0,2,1,misinformation
Secret cure: Anger has no relationship with heart attack risk.,Email chain,10,0,0,0,0,2,1,misinformation
Activated charcoal removes all toxins from your blood.,WhatsApp message,8,0,0,0,0,0,1,misinformation
Secret cure: Herbal teas remove the need for diabetes medication completely.,Telegram channel,11,0,0,0,0,2,1,misinformation
Clinical trials show that Antidepressants work by affecting neurotransmitter levels in the brain.,CDC,13,0,0,0,2,0,0,credible
Shocking truth: Bitter melon juice is more effective than metformin for controlling blood sugar.,Twitter post,14,0,0,0,0,2,1,misinformation
"Studies show that Obesity increases risk of diabetes, heart disease, and certain cancers.",BMJ,13,0,0,0,0,0,0,credible
Share before deleted: You can reverse obesity completely by drinking lemon water every morning.,WhatsApp message,14,0,0,0,0,0,1,misinformation
Shocking truth: Eating celery juice every morning cures all chronic diseases.,Facebook post,11,0,0,0,0,3,1,misinformation
Medical evidence indicates that Lifestyle factors like diet and exercise influence cancer risk.,NEJM,13,0,0,0,1,0,0,credible
Statins are medications used to lower LDL cholesterol and reduce cardiovascular risk.,NHS,12,0,0,0,0,0,0,credible
Clinical trials show that High blood pressure is a major risk factor for heart attack and stroke.,BMJ,17,0,0,0,2,0,0,credible
"According to doctors, Sun exposure and UV radiation increase the risk of skin cancer.",WebMD,14,0,0,0,1,0,0,credible
Scientists suppressed this: Heart disease is entirely genetic and lifestyle changes have no impact.,WhatsApp message,14,0,0,0,0,1,1,misinformation
Scientists suppressed this: Alkaline water cures cancer by changing your body's pH.,Email chain,12,0,0,0,0,2,1,misinformation
You can reverse obesity completely by drinking lemon water every morning.,TikTok video,11,0,0,0,0,0,1,misinformation
Medical evidence indicates that Blood pressure should be measured regularly as hypertension often has no symptoms.,WebMD,16,0,0,0,1,0,0,credible
Scientists suppressed this: Chemotherapy kills more people than cancer itself.,Anonymous forum,10,0,0,0,0,1,1,misinformation
Radiation therapy uses high-energy beams to destroy cancer cells.,Lancet,9,0,0,0,0,0,0,credible
Medical evidence indicates that Physical activity helps regulate blood sugar in people with type 2 diabetes.,WHO,16,1,0,0,1,0,0,credible
Share before deleted: Sweating during exercise means your body is releasing toxins.,Email chain,12,0,0,0,0,0,1,misinformation
Research confirms that Tdap booster is recommended every 10 years for adults to maintain tetanus immunity.,Lancet,16,1,0,0,1,0,0,credible
BREAKING: Sweating during exercise means your body is releasing toxins.,Instagram reel,10,0,0,0,0,0,1,misinformation
Earth grounding or walking barefoot cures autoimmune diseases.,Instagram reel,8,0,0,0,0,1,1,misinformation
Secret cure: Chemotherapy kills more people than cancer itself.,YouTube video,9,0,0,0,0,2,1,misinformation
Clinical trials show that Cognitive behavioral therapy is an evidence-based treatment for anxiety disorders.,WebMD,14,0,0,0,3,0,0,credible
Medical evidence indicates that High-intensity interval training can improve cardiovascular fitness efficiently.,Mayo Clinic,12,0,0,0,1,0,0,credible
Sunscreen causes skin cancer due to its toxic chemical ingredients.,Blog post,10,0,0,0,0,0,1,misinformation
Shocking truth: Hand sanitizers cause antibiotic resistance in viruses.,Facebook post,9,0,0,0,0,2,1,misinformation
Doctors don't want you to know that People with mental illness are always dangerous and violent.,TikTok video,16,0,0,0,1,0,1,misinformation
"HIV is transmitted through blood, sexual contact, and from mother to child during birth.",BMJ,14,0,0,0,0,0,0,credible
Studies show that Diabetes increases the risk of cardiovascular disease and kidney damage.,WHO,13,0,0,0,0,0,0,credible
Folate is essential during pregnancy to prevent neural tube defects.,WHO,10,0,0,0,0,0,0,credible
Shocking truth: Eating too much sugar directly causes type 1 diabetes.,Twitter post,11,1,0,0,0,2,1,misinformation
Health experts state that Regular health checkups help detect problems early.,WHO,11,0,0,0,1,0,0,credible
Research confirms that Diabetes increases the risk of cardiovascular disease and kidney damage.,PubMed,13,0,0,0,1,0,0,credible
"Medical evidence indicates that Regular screening can detect certain cancers at earlier, more treatable stages.",BMJ,15,0,0,0,1,0,0,credible
BREAKING: 5G towers caused the COVID-19 pandemic by weakening immune systems.,Blog post,11,1,0,0,0,0,1,misinformation
Antidepressants work by affecting neurotransmitter levels in the brain.,Lancet,9,0,0,0,0,0,0,credible
Health experts state that Colorectal cancer screening via colonoscopy is recommended starting at age 45.,CDC,15,1,0,0,1,0,0,credible
Studies show that A low-glycemic diet can help manage blood sugar levels in diabetics.,NHS,14,0,0,0,0,0,0,credible
Clinical trials show that Heart failure means the heart cannot pump blood as efficiently as needed.,CDC,16,0,0,0,2,0,0,credible
Research confirms that Strength training helps maintain muscle mass as people age.,PubMed,12,0,0,0,1,0,0,credible
Shocking truth: High cholesterol is a myth invented by pharmaceutical companies.,Twitter post,11,0,0,0,0,2,1,misinformation
Research confirms that Iron-rich foods like spinach and legumes help prevent anemia.,NIH,12,0,0,0,1,0,0,credible
Research confirms that Plant-based diets have been associated with lower rates of heart disease.,Mayo Clinic,14,0,0,0,1,0,0,credible
"Antibiotics are only effective against bacterial infections, not viral ones.",BMJ,10,0,0,0,0,0,0,credible
Scientists suppressed this: Mental illness is caused by spiritual weakness and can be cured by prayer alone.,Instagram reel,17,0,0,0,0,2,1,misinformation
BREAKING: Spot reduction of fat is possible through targeted exercises.,Twitter post,10,0,0,0,0,0,1,misinformation
Sleeping with your head pointing north causes brain damage.,TikTok video,9,0,0,0,0,0,1,misinformation
Clinical trials show that Type 2 diabetes is strongly associated with obesity and physical inactivity.,BMJ,15,1,0,0,2,0,0,credible
Medical evidence indicates that Aspirin therapy may be recommended for certain high-risk individuals to prevent heart attacks.,WHO,17,0,0,0,1,0,0,credible
Doctors don't want you to know that Drinking bleach in small amounts detoxifies your body.,Blog post,15,0,0,0,1,1,1,misinformation
Research confirms that Quitting smoking significantly reduces cardiovascular disease risk within months.,NHS,12,0,0,0,1,0,0,credible
Studies show that Hepatitis C can now be cured with direct-acting antiviral medications.,Mayo Clinic,13,0,0,0,0,1,0,credible
Doctors don't want you to know that You need to exercise at least 3 hours every day to maintain good health.,YouTube video,21,1,0,0,1,0,1,misinformation
Medical evidence indicates that Hepatitis C can now be cured with direct-acting antiviral medications.,CDC,14,0,0,0,1,1,0,credible
Doctors don't want you to know that The human body heals itself from all diseases without any medical intervention.,Anonymous forum,19,0,0,0,1,0,1,misinformation
BREAKING: Detox teas remove toxins from your liver better than any medical treatment.,TikTok video,13,0,0,0,0,1,1,misinformation
Chemotherapy works by targeting rapidly dividing cancer cells.,PubMed,8,0,0,0,0,0,0,credible
Share before deleted: Regular health screenings cause more harm than they prevent.,Twitter post,12,0,0,0,0,0,1,misinformation
Studies show that Heart failure means the heart cannot pump blood as efficiently as needed.,BMJ,15,0,0,0,0,0,0,credible
Scientists suppressed this: Eating too much sugar directly causes type 1 diabetes.,WhatsApp message,12,1,0,0,0,1,1,misinformation
Share before deleted: Magnet therapy can reverse heart disease effectively.,Blog post,10,0,0,0,0,0,1,misinformation
Shocking truth: Organic food has zero pesticides and prevents all lifestyle diseases.,Twitter post,12,0,0,0,0,2,1,misinformation
Clinical trials show that The hepatitis B vaccine is given to newborns to prevent chronic infection.,NEJM,16,0,0,0,2,0,0,credible
"According to doctors, An EKG measures the electrical activity of the heart.",WHO,12,0,0,0,1,0,0,credible
"Doctors don't want you to know that Vaccines cause autism in children, as proven by multiple studies.",WhatsApp message,17,0,0,0,2,0,1,misinformation
Studies show that Eating a variety of colorful vegetables provides different essential nutrients.,PubMed,13,0,0,0,0,0,0,credible
Health experts state that Excessive sugar consumption is linked to increased risk of type 2 diabetes.,BMJ,16,1,0,0,1,0,0,credible
Shocking truth: The polio vaccine caused cancer in millions of people in secret.,Email chain,13,0,0,0,0,3,1,misinformation
Omega-3 fatty acids found in fish support heart health.,BMJ,9,1,0,0,0,0,0,credible
Studies show that Vaccines undergo multiple phases of clinical trials before receiving regulatory approval.,Mayo Clinic,14,0,0,0,2,0,0,credible
Contact tracing helps identify and isolate people exposed to infectious diseases.,PubMed,11,0,0,0,0,0,0,credible
Shocking truth: Depression is just sadness and can be cured by thinking positively.,Facebook post,13,0,0,0,0,3,1,misinformation
Clinical trials show that Genetic factors can increase predisposition to certain diseases.,NIH,12,0,0,0,2,0,0,credible
Scientists suppressed this: Children with autism are just spoiled and need better discipline.,Instagram reel,13,0,0,0,0,1,1,misinformation
BREAKING: Vitamin C injections provide better protection than any vaccine.,TikTok video,10,0,0,0,0,0,1,misinformation
Research confirms that Vaccines do not contain live viruses in the case of inactivated or mRNA vaccines.,NEJM,17,0,0,0,1,0,0,credible
Clinical trials show that Sleep deprivation negatively affects cognitive function and mood.,CDC,12,0,0,0,2,0,0,credible
Medical evidence indicates that Cognitive behavioral therapy is an evidence-based treatment for anxiety disorders.,NHS,14,0,0,0,1,0,0,credible
Medical evidence indicates that Excessive sugar consumption is linked to increased risk of type 2 diabetes.,NHS,16,1,0,0,1,0,0,credible
BREAKING: High cholesterol is a myth invented by pharmaceutical companies.,Telegram channel,10,0,0,0,0,0,1,misinformation
"According to doctors, Physical activity helps regulate blood sugar in people with type 2 diabetes.",CDC,15,1,0,0,1,0,0,credible
Clinical trials show that Metformin is commonly prescribed as a first-line medication for type 2 diabetes.,NIH,16,1,0,0,2,0,0,credible
Medical evidence indicates that Reducing saturated fat intake can lower LDL cholesterol levels.,Mayo Clinic,13,0,0,0,1,0,0,credible
Regular health checkups help detect problems early.,NHS,7,0,0,0,0,0,0,credible
Studies show that Antioxidants found in berries may help reduce oxidative stress.,CDC,12,0,0,0,0,0,0,credible
Regular health screenings cause more harm than they prevent.,Anonymous forum,9,0,0,0,0,0,1,misinformation
Health experts state that An EKG measures the electrical activity of the heart.,Lancet,13,0,0,0,1,0,0,credible
Research confirms that Contact tracing helps identify and isolate people exposed to infectious diseases.,NIH,14,0,0,0,1,0,0,credible
Shocking truth: The MMR vaccine was recalled due to widespread harmful side effects.,Telegram channel,13,0,0,0,0,2,1,misinformation
Studies show that Smoking is the leading preventable cause of lung cancer.,WHO,12,0,0,0,0,0,0,credible
"Doctors don't want you to know that Cancer cannot survive in an alkaline body, so eating alkaline foods cures it.",WhatsApp message,20,0,0,0,1,1,1,misinformation
"Research confirms that Obesity increases risk of diabetes, heart disease, and certain cancers.",Lancet,13,0,0,0,1,0,0,credible
Drinking bleach in small amounts detoxifies your body.,Telegram channel,8,0,0,0,0,1,1,misinformation
Scientists suppressed this: Eating celery juice every morning cures all chronic diseases.,Email chain,12,0,0,0,0,2,1,misinformation
Secret cure: Drinking bleach in small amounts detoxifies your body.,YouTube video,10,0,0,0,0,3,1,misinformation
BREAKING: Herbal teas remove the need for diabetes medication completely.,Instagram reel,10,0,0,0,0,0,1,misinformation
"According to doctors, Childhood vaccines follow a schedule recommended by pediatric health authorities.",Mayo Clinic,13,0,0,0,1,0,0,credible
Doctors don't want you to know that Earth grounding or walking barefoot cures autoimmune diseases.,YouTube video,15,0,0,0,1,1,1,misinformation
Studies show that The polio vaccine has nearly eradicated polio worldwide.,Mayo Clinic,11,0,0,0,0,0,0,credible
Scientists suppressed this: Vaccines have never been proven to be safe by any scientific study.,Facebook post,15,0,0,0,2,1,1,misinformation
Environmental factors like air pollution contribute to respiratory disease.,CDC,9,0,0,0,0,0,0,credible
Share before deleted: All artificial sweeteners cause cancer and brain damage.,Telegram channel,11,0,0,0,0,0,1,misinformation
Health experts state that Antioxidants found in berries may help reduce oxidative stress.,Mayo Clinic,13,0,0,0,1,0,0,credible
Shocking truth: Sunscreen causes skin cancer due to its toxic chemical ingredients.,Twitter post,12,0,0,0,0,2,1,misinformation
Shocking truth: Exercising on an empty stomach burns three times more fat.,Facebook post,12,0,0,0,0,2,1,misinformation
Scientists suppressed this: Natural immunity is always superior to vaccine-induced immunity for all diseases.,TikTok video,14,0,0,0,0,1,1,misinformation
Health experts state that Genetic factors can increase predisposition to certain diseases.,Lancet,12,0,0,0,1,0,0,credible
Doctors don't want you to know that All pharmaceutical drugs are poison and natural remedies are always safer.,Anonymous forum,18,0,0,0,1,1,1,misinformation
Share before deleted: Weight loss supplements approved by celebrities are clinically proven to work.,Facebook post,14,0,0,0,2,0,1,misinformation
Clinical trials show that Vaccines do not contain live viruses in the case of inactivated or mRNA vaccines.,PubMed,18,0,0,0,2,0,0,credible
Doctors don't want you to know that Type 2 diabetes can always be completely reversed in 30 days with supplements.,YouTube video,20,1,0,0,1,0,1,misinformation
"Studies show that Smoking cessation reduces risk of lung cancer, heart disease, and stroke.",CDC,14,0,0,0,0,0,0,credible
HPV vaccines reduce the risk of cervical cancer when given before exposure.,PubMed,12,0,0,0,0,0,0,credible
"Medical evidence indicates that Preventive healthcare includes vaccinations, screenings, and lifestyle modifications.",Mayo Clinic,12,0,0,0,1,0,0,credible
BREAKING: Essential oils cure cancer better than radiation or surgery.,Facebook post,10,0,0,0,0,1,1,misinformation
Medical evidence indicates that Calcium and vitamin D are important for bone health.,BMJ,13,0,0,0,1,0,0,credible
Secret cure: Hepatitis can be cured by a strict vegan diet alone.,YouTube video,12,0,0,0,0,2,1,misinformation
BREAKING: Antibiotics can cure the common cold and flu effectively.,TikTok video,10,0,0,0,0,1,1,misinformation
Secret cure: Vaccines are filled with harmful toxins that damage your immune system permanently.,Email chain,14,0,0,0,0,2,1,misinformation
Anger has no relationship with heart attack risk.,Email chain,8,0,0,0,0,0,1,misinformation
Vaccines undergo multiple phases of clinical trials before receiving regulatory approval.,NHS,11,0,0,0,2,0,0,credible
Health experts state that Exercise improves mood by releasing endorphins.,WHO,10,0,0,0,1,0,0,credible
